business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count_x,is_open,attributes,categories,hours,is_restaurant,is_fusion,price_range,avg_rating,review_count_y,rating_std,avg_sentiment
q40E5X_HdjeM_Kl1BE7Gtg,Orchid Thai Foods,17022 Palm Pointe Dr,Tampa,FL,33647,28.1184025,-82.3816714,4.5,62,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'False'}","['Asian Fusion', 'Restaurants', 'Thai']","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",True,True,2,4.606,66,0.839,4.606
uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,102 Lumber Dr,Franklin,TN,37064,35.8994368,-86.8755453,4.0,157,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","['Restaurants', 'Asian Fusion', 'Sushi Bars']","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",True,True,2,3.915,165,1.368,3.915
A_-Vv5oKZNqxsV69_7E2KQ,8th & Union Kitchen,801 N Union St,Wilmington,DE,19805,39.7524434,-75.5711769,3.5,177,0,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","['Vietnamese', 'Asian Fusion', 'Bars', 'American (New)', 'Restaurants', 'Breakfast & Brunch', 'Nightlife', 'Thai', 'Gluten-Free']",,True,True,2,3.514,181,1.428,3.514
Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,1375 Dilworthtown Crossing,West Chester,PA,19382,39.9037528,-75.5625925,4.5,78,1,"{'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'WheelchairAccessible': 'True', 'BYOB': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'Corkage': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","['Chinese', 'Restaurants', 'Asian Fusion', 'Japanese', 'Sushi Bars', 'Thai']","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-20:30'}",True,True,2,4.593,81,0.919,4.593
Cr-uaPrfvG7tvqzLGAGErA,Kyoto Japanese Cuisine,8701 109 Street NW,Edmonton,AB,T6G 2L5,53.5231333193,-113.5113531433,3.5,58,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","['Japanese', 'Restaurants', 'Sushi Bars', 'Asian Fusion']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",True,True,2,3.542,59,1.15,3.542
vG9aD-fvsIimgo-l7u8-AA,P.F. Chang's,439 Cool Springs Blvd,Franklin,TN,37067,35.9467222474,-86.8257665634,2.5,181,1,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""'no'""}","['Restaurants', 'Chinese', 'Asian Fusion', 'Gluten-Free']","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,2,2.6,190,1.518,2.6
-3-6BB10tIWNKGEF0Es2BA,The 81 Hong Kong Cafe,"625 E Wetmore Rd, Ste 109",Tucson,AZ,85705,32.2885403,-110.9631443,4.0,133,1,"{'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'BYOB': 'False', 'Corkage': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'Caters': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True'}","['Coffee & Tea', 'Asian Fusion', 'Food', 'Bubble Tea', 'Hong Kong Style Cafe', 'Taiwanese', 'Restaurants', 'Chinese']","{'Monday': '0:0-0:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",True,True,2,4.179,140,1.242,4.179
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,3447-61 Richmond St,Philadelphia,PA,19134,39.9862724,-75.094699,3.5,12,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","['Restaurants', 'Chinese', 'Asian Fusion']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",True,True,1,3.385,13,1.895,3.385
AODksDNj5mH953cyhUG1Qw,Thai 5 Fast Food,3424 S Dale Mabry Hwy,Tampa,FL,33629,27.9120596,-82.5057677,4.0,336,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False'}","['Laotian', 'American (Traditional)', 'Asian Fusion', 'Salad', 'Pan Asian', 'Sushi Bars', 'Food Trucks', 'Food', 'Noodles', 'Restaurants', 'Thai']","{'Monday': '0:0-0:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}",True,True,2,4.198,353,1.225,4.198
KZ5w1iPH1bSnf-wBEYgtQQ,Rice Bowl Deluxe,8910 149 Street NW,Edmonton,AB,T5R 1B8,53.5216024,-113.5785097,3.0,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","['Restaurants', 'Asian Fusion']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,,2.8,5,1.095,2.8
